141,DZ,Africa/Algiers,"Algiers, Africa",36.775348,3.060065,1.0
142,EC,America/Guayaquil,"Guayaquil, America",-31.3847641,-64.1645439,-3.0
143,EC,Pacific/Galapagos,"Galapagos, Pacific",7.0606625,125.5082154,8.0
144,EE,Europe/Tallinn,"Tallinn, Europe",59.4396743,24.767409,3.0
147,ER,Africa/Asmara,"Asmara, Africa",15.338997,38.9326719,3.0
148,ES,Europe/Madrid,"Madrid, Europe",40.4167047,-3.7035824,2.0
149,ES,Africa/Ceuta,"Ceuta, Africa",35.89441355,-5.35566751909311,2.0
153,FJ,Pacific/Fiji,"Fiji, Pacific",7.0693044,125.5182798,8.0
154,FK,Atlantic/Stanley,"Stanley, Atlantic",-51.69137465,-57.8737932372899,-3.0
155,FM,Pacific/Chuuk,"Chuuk, Pacific",7.4601081,151.8428941,10.0
157,FM,Pacific/Kosrae,"Kosrae, Pacific",-27.947453,153.3154624,10.0
158,FO,Atlantic/Faroe,"Faroe, Atlantic",11.9936066,-83.6837605,-6.0
159,FR,Europe/Paris,"Paris, Europe",48.87844215,2.31571463937064,2.0
160,GA,Africa/Libreville,"Libreville, Africa",0.390002,9.454001,1.0
161,GB,Europe/London,"London, Europe",51.0000003,9.9999997,2.0
162,GD,America/Grenada,"Grenada, America",12.12221985,-86.24366915,-6.0
163,GE,Asia/Tbilisi,"Tbilisi, Asia",41.6997547,44.7954941,4.0
166,GH,Africa/Accra,"Accra, Africa",5.5600141,-0.2057436,0.0
172,GM,Africa/Banjul,"Banjul, Africa",13.45535,-16.5756459,0.0
173,GN,Africa/Conakry,"Conakry, Africa",9.5170602,-13.6998433,0.0
175,GQ,Africa/Malabo,"Malabo, Africa",3.752828,8.780061,1.0
176,GR,Europe/Athens,"Athens, Europe",37.9841493,23.7279843,3.0
178,GT,America/Guatemala,"Guatemala, America",-40.8127901,-63.0090741,-3.0
179,GU,Pacific/Guam,"Guam, Pacific",7.0717213,125.5106945,8.0
180,GW,Africa/Bissau,"Bissau, Africa",11.861324,-15.5830549,0.0
181,GY,America/Guyana,"Guyana, America",6.8106511,-58.1672145,-4.0
182,HK,Asia/Hong_Kong,"Hong_Kong, Asia",22.2793278,114.1628131,8.0
183,HN,America/Tegucigalpa,"Tegucigalpa, America",14.0546376,-87.2237864,-6.0
184,HR,Europe/Zagreb,"Zagreb, Europe",45.778104,15.9651252775474,2.0
185,HT,America/Port-au-Prince,"Port-au-Prince, America",18.5383201,-72.3995429,-4.0
186,HU,Europe/Budapest,"Budapest, Europe",47.5192115,19.0257480493701,2.0
187,ID,Asia/Jakarta,"Jakarta, Asia",-6.1753941,106.827183,7.0
189,ID,Asia/Makassar,"Makassar, Asia",-5.1342961,119.4124282,8.0
191,IE,Europe/Dublin,"Dublin, Europe",53.3497645,-6.2602731,1.0
192,IL,Asia/Jerusalem,"Jerusalem, Asia",50.5778113,10.4154794,2.0
194,IN,Asia/Kolkata,"Kolkata, Asia",22.5677459,88.3476023,5.5
196,IQ,Asia/Baghdad,"Baghdad, Asia",33.3024248,44.3787992,3.0
197,IR,Asia/Tehran,"Tehran, Asia",35.7006177,51.401375,4.5
198,IS,Atlantic/Reykjavik,"Reykjavik, Atlantic",64.2444268,-21.7681062157747,0.0
199,IT,Europe/Rome,"Rome, Europe",48.8822428,2.3213306,2.0
200,JE,Europe/Jersey,"Jersey, Europe",49.2214561,-2.1358385,1.0
201,JM,America/Jamaica,"Jamaica, America",-40.8130815,-63.0097281,-3.0
203,JP,Asia/Tokyo,"Tokyo, Asia",35.6828378,139.7589667,9.0
204,KE,Africa/Nairobi,"Nairobi, Africa",-1.2832532,36.8172449,3.0
205,KG,Asia/Bishkek,"Bishkek, Asia",42.8767446,74.6069949,6.0
206,KH,Asia/Phnom_Penh,"Phnom_Penh, Asia",11.568271,104.9224426,7.0
207,KI,Pacific/Tarawa,"Tarawa, Pacific",1.334568,173.0130386,12.0
208,KI,Pacific/Enderbury,"Enderbury, Pacific",-27.9397343,153.3341973,10.0
210,KM,Indian/Comoro,"Comoro, Indian",-8.5545987,125.5404253,9.0
213,KR,Asia/Seoul,"Seoul, Asia",37.5666791,126.9782914,9.0
214,KW,Asia/Kuwait,"Kuwait, Asia",29.2733964,47.4979476,3.0
215,KY,America/Cayman,"Cayman, America",-26.28676605,-48.8437632990154,-3.0
216,KZ,Asia/Almaty,"Almaty, Asia",43.209516,76.9098751976869,6.0
221,KZ,Asia/Oral,"Oral, Asia",41.6029667,42.9275936,4.0
222,LA,Asia/Vientiane,"Vientiane, Asia",17.9640988,102.6133707,7.0
226,LK,Asia/Colombo,"Colombo, Asia",6.9349969,79.853845,5.5
227,LR,Africa/Monrovia,"Monrovia, Africa",6.328034,-10.7977879,0.0
228,LS,Africa/Maseru,"Maseru, Africa",-29.3100539,27.478222,2.0
229,LT,Europe/Vilnius,"Vilnius, Europe",54.6753269,25.2663547,3.0
230,LU,Europe/Luxembourg,"Luxembourg, Europe",49.8158683,6.1296751,2.0
231,LV,Europe/Riga,"Riga, Europe",56.9493977,24.1051846,3.0
232,LY,Africa/Tripoli,"Tripoli, Africa",32.896672,13.1777923,2.0
233,MA,Africa/Casablanca,"Casablanca, Africa",33.5673681,-7.61880760506074,1.0
234,MC,Europe/Monaco,"Monaco, Europe",43.7311424,7.4197576,2.0
235,MD,Europe/Chisinau,"Chisinau, Europe",47.0122737,28.8605936,3.0
241,MK,Europe/Skopje,"Skopje, Europe",41.9854121,21.4204327114941,2.0
242,ML,Africa/Bamako,"Bamako, Africa",12.649319,-8.0003369,0.0
243,MM,Asia/Yangon,"Yangon, Asia",16.79464915,96.1209280322635,6.5
247,MO,Asia/Macau,"Macau, Asia",22.1899448,113.5380454,8.0
248,MP,Pacific/Saipan,"Saipan, Pacific",15.1635239,145.7447646,10.0
250,MR,Africa/Nouakchott,"Nouakchott, Africa",18.0792379,-15.978007,0.0
251,MS,America/Montserrat,"Montserrat, America",14.64221915,-90.5681019440328,-6.0
252,MT,Europe/Malta,"Malta, Europe",35.8885993,14.4476911,2.0
253,MU,Indian/Mauritius,"Mauritius, Indian",-20.2833836,57.4970766,4.0
255,MW,Africa/Blantyre,"Blantyre, Africa",-15.7862542,35.0035694,2.0
258,MX,America/Merida,"Merida, America",8.6109265,-71.6431376216308,-4.0
259,MX,America/Monterrey,"Monterrey, America",25.6627027,-100.3325184,-5.0
260,MX,America/Matamoros,"Matamoros, America",25.54000395,-103.43795905,-5.0
261,MX,America/Mazatlan,"Mazatlan, America",23.1958867,-106.210957,-6.0
262,MX,America/Chihuahua,"Chihuahua, America",28.6823842,-106.0841578,-6.0
264,MX,America/Hermosillo,"Hermosillo, America",28.634,-111.6038332,-7.0
265,MX,America/Tijuana,"Tijuana, America",32.5180134,-117.0202148,-7.0
269,MZ,Africa/Maputo,"Maputo, Africa",-26.0476383,32.7940489150237,2.0
270,NA,Africa/Windhoek,"Windhoek, Africa",-22.5744183,17.0791233,1.0
271,NC,Pacific/Noumea,"Noumea, Pacific",-22.2482862,166.4484213,11.0
272,NE,Africa/Niamey,"Niamey, Africa",13.5476917,2.0632321,1.0
273,NF,Pacific/Norfolk,"Norfolk, Pacific",7.0722927,125.5194359,8.0
274,NG,Africa/Lagos,"Lagos, Africa",6.6211,3.3569721,1.0
275,NI,America/Managua,"Managua, America",-31.3821348,-64.1640062,-3.0
276,NL,Europe/Amsterdam,"Amsterdam, Europe",50.71758,3.1350488,2.0
277,NO,Europe/Oslo,"Oslo, Europe",59.9132694,10.7391112,2.0
278,NP,Asia/Kathmandu,"Kathmandu, Asia",27.7045673,85.3307585,5.75
279,NR,Pacific/Nauru,"Nauru, Pacific",7.0704199,125.5061336,8.0
280,NU,Pacific/Niue,"Niue, Pacific",40.737599,-73.2548139,-4.0
281,NZ,Pacific/Auckland,"Auckland, Pacific",-36.8534664,174.7655514,12.0
282,NZ,Pacific/Chatham,"Chatham, Pacific",-27.9394481,153.3180393,10.0
283,OM,Asia/Muscat,"Muscat, Asia",23.5997857,58.5451305,4.0
284,PA,America/Panama,"Panama, America",-25.363438,-57.5879299,-4.0
285,PE,America/Lima,"Lima, America",-11.9658641,-77.0117156,-5.0
286,PF,Pacific/Tahiti,"Tahiti, Pacific",7.0607275,125.5151109,8.0
288,PF,Pacific/Gambier,"Gambier, Pacific",-27.9436924,153.3291161,10.0
291,PH,Asia/Manila,"Manila, Asia",14.5906216,120.9799696,8.0
292,PK,Asia/Karachi,"Karachi, Asia",25.147872,67.1821931713384,5.0
293,PL,Europe/Warsaw,"Warsaw, Europe",52.1401949,21.0727978953518,2.0
295,PN,Pacific/Pitcairn,"Pitcairn, Pacific",-27.9280524,153.3054811,10.0
297,PS,Asia/Gaza,"Gaza, Asia",31.5077213,34.4607415,3.0
298,PS,Asia/Hebron,"Hebron, Asia",31.5081904,35.0808403,3.0
299,PT,Europe/Lisbon,"Lisbon, Europe",38.7077926,-9.136506,1.0
300,PT,Atlantic/Madeira,"Madeira, Atlantic",32.7608396,-16.9430796071902,1.0
302,PW,Pacific/Palau,"Palau, Pacific",7.0631933,125.5149563,8.0
303,PY,America/Asuncion,"Asuncion, America",-25.2907926,-57.5977255,-4.0
304,QA,Asia/Qatar,"Qatar, Asia",25.3336984,51.2295295,3.0
305,RE,Indian/Reunion,"Reunion, Indian",-21.1309331,55.5265771,4.0
306,RO,Europe/Bucharest,"Bucharest, Europe",44.4361414,26.1027202,3.0
307,RS,Europe/Belgrade,"Belgrade, Europe",44.8178787,20.4568089,2.0
309,RU,Europe/Moscow,"Moscow, Europe",55.7711335,37.6026442,3.0
311,RU,Europe/Volgograd,"Volgograd, Europe",48.7260215,44.541253,3.0
316,RU,Europe/Samara,"Samara, Europe",53.1994731,50.108138,4.0
324,RU,Asia/Irkutsk,"Irkutsk, Asia",56.6370122,104.719221,8.0
326,RU,Asia/Yakutsk,"Yakutsk, Asia",62.0052346,129.7164512,9.0
328,RU,Asia/Vladivostok,"Vladivostok, Asia",43.1684063,131.9093151,10.0
330,RU,Asia/Magadan,"Magadan, Asia",63.5515028,154.014726,11.0
331,RU,Asia/Sakhalin,"Sakhalin, Asia",43.7569265,44.0179869,3.0
333,RU,Asia/Kamchatka,"Kamchatka, Asia",57.80511375,160.08132826863,12.0
335,RW,Africa/Kigali,"Kigali, Africa",-1.9508509,30.061507,2.0
336,SA,Asia/Riyadh,"Riyadh, Asia",24.6319692,46.7150648,3.0
338,SC,Indian/Mahe,"Mahe, Indian",11.69715935,75.5356090855159,5.5
339,SD,Africa/Khartoum,"Khartoum, Africa",15.593325,32.53565,3.0
340,SE,Europe/Stockholm,"Stockholm, Europe",59.3251172,18.0710935,2.0
341,SG,Asia/Singapore,"Singapore, Asia",1.2904753,103.8520359,8.0
343,SI,Europe/Ljubljana,"Ljubljana, Europe",46.0580757,14.5054588096371,2.0
344,SJ,Arctic/Longyearbyen,"Longyearbyen, Arctic",78.2185421,15.6395598,2.0
345,SK,Europe/Bratislava,"Bratislava, Europe",48.1521441,17.1064148,2.0
346,SL,Africa/Freetown,"Freetown, Africa",8.479004,-13.2679499,0.0
347,SM,Europe/San_Marino,"San_Marino, Europe",43.9458623,12.458306,2.0
348,SN,Africa/Dakar,"Dakar, Africa",14.693425,-17.4479379,0.0
349,SO,Africa/Mogadishu,"Mogadishu, Africa",2.042778,45.338564,3.0
350,SR,America/Paramaribo,"Paramaribo, America",-31.3797125,-64.165528,-3.0
351,SS,Africa/Juba,"Juba, Africa",4.8472017,31.5951655,3.0
355,SY,Asia/Damascus,"Damascus, Asia",33.5130695,36.3095814,3.0
356,SZ,Africa/Mbabane,"Mbabane, Africa",-26.3257449,31.144663,2.0
358,TD,Africa/Ndjamena,"Ndjamena, Africa",12.8029335,14.8877155,1.0
360,TG,Africa/Lome,"Lome, Africa",5.4138108,-0.7550652,0.0
361,TH,Asia/Bangkok,"Bangkok, Asia",13.7542529,100.493087,7.0
362,TJ,Asia/Dushanbe,"Dushanbe, Asia",38.5790564,68.7875324,5.0
364,TL,Asia/Dili,"Dili, Asia",-8.5536808,125.5784093,9.0
366,TN,Africa/Tunis,"Tunis, Africa",33.8439408,9.400138,1.0
367,TO,Pacific/Tongatapu,"Tongatapu, Pacific",-21.175259,-175.245773476008,13.0
368,TR,Europe/Istanbul,"Istanbul, Europe",41.0096334,28.9651646,3.0
370,TV,Pacific/Funafuti,"Funafuti, Pacific",-8.5159554,179.1994695,12.0
371,TW,Asia/Taipei,"Taipei, Asia",25.0375167,121.5637,8.0
373,UA,Europe/Kiev,"Kiev, Europe",50.4501071,30.5240501,3.0
374,UA,Europe/Uzhgorod,"Uzhgorod, Europe",48.6223502,22.3021255,3.0
376,UG,Africa/Kampala,"Kampala, Africa",0.3177137,32.5813539,3.0
377,UM,Pacific/Midway,"Midway, Pacific",47.3859619,-122.2965326,-7.0
378,UM,Pacific/Wake,"Wake, Pacific",35.8444218,-78.6118641,-4.0
380,US,America/Detroit,"Detroit, America",42.3483562,-83.058199,-4.0
381,US,America/Kentucky/Louisville,"Kentucky, America",38.21783365,-84.5371731815755,-4.0
382,US,America/Kentucky/Monticello,"Kentucky, America",38.21783365,-84.5371731815755,-4.0
383,US,America/Indiana/Indianapolis,"Indiana, America",40.6792089,-85.7019245,-4.0
384,US,America/Indiana/Vincennes,"Indiana, America",40.6792089,-85.7019245,-4.0
385,US,America/Indiana/Winamac,"Indiana, America",40.6792089,-85.7019245,-4.0
386,US,America/Indiana/Marengo,"Indiana, America",40.6792089,-85.7019245,-4.0
387,US,America/Indiana/Petersburg,"Indiana, America",40.6792089,-85.7019245,-4.0
388,US,America/Indiana/Vevay,"Indiana, America",40.6792089,-85.7019245,-4.0
389,US,America/Chicago,"Chicago, America",41.87848185,-87.6314993083817,-5.0
390,US,America/Indiana/Tell_City,"Indiana, America",40.6792089,-85.7019245,-4.0
391,US,America/Indiana/Knox,"Indiana, America",40.6792089,-85.7019245,-4.0
396,US,America/Denver,"Denver, America",39.7184297,-104.9531943,-6.0
397,US,America/Boise,"Boise, America",43.6135937,-116.2033175,-6.0
398,US,America/Phoenix,"Phoenix, America",33.52770765,-112.262564802643,-7.0
400,US,America/Anchorage,"Anchorage, America",61.18917865,-149.870720319056,-8.0
401,US,America/Juneau,"Juneau, America",43.04605425,-87.9121298204385,-5.0
404,US,America/Yakutat,"Yakutat, America",59.5359004,-139.467566600567,-8.0
405,US,America/Nome,"Nome, America",-3.10405285,-67.9558304957478,-4.0
407,US,Pacific/Honolulu,"Honolulu, Pacific",21.3235191,-157.8420584,-10.0
408,UY,America/Montevideo,"Montevideo, America",-34.8191437,-56.2226167,-3.0
409,UZ,Asia/Samarkand,"Samarkand, Asia",39.6547869,66.9758026,5.0
410,UZ,Asia/Tashkent,"Tashkent, Asia",41.3123363,69.2787079,5.0
411,VA,Europe/Vatican,"Vatican, Europe",41.9034912,12.4528349,2.0
413,VE,America/Caracas,"Caracas, America",-27.0478955,-55.2387635,-3.0
418,WF,Pacific/Wallis,"Wallis, Pacific",-13.8173323,-177.1489648,12.0
419,WS,Pacific/Apia,"Apia, Pacific",-13.835346,-171.752659,13.0
420,YE,Asia/Aden,"Aden, Asia",12.789585,45.028504,3.0
421,YT,Indian/Mayotte,"Mayotte, Indian",-12.8230479,45.1520755,3.0
422,ZA,Africa/Johannesburg,"Johannesburg, Africa",-26.2049999,28.049722,2.0
423,ZM,Africa/Lusaka,"Lusaka, Africa",-15.4276959,28.2552459621487,2.0
424,ZW,Africa/Harare,"Harare, Africa",-17.8317729,31.045686,2.0
